PROVISIONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accident Ref,Borough,Boro,Latitude,Longitude,Easting,Northing,Location,Accident Severity,No. of Casualties in Acc.,No. of Vehicles in Acc.,Accident Date,Day,Time,Highway,Road Class 1,Road No. 1,Road Type,Speed Limit,Junction Detail,Junction Control,Road Class 2,Road No 2,Ped. Crossing Decoded,Light Condtions (Banded),Weather,Road Surface,Special Conditions,C/W Hazard,Time,Apolicer_Decoded
1200231257,Waltham Forest,13,51.57247995,-0.01879803,537395,187816,"On Vicarage Road E10, Near The Junction With Lea Bridge Road E10.",3 Slight,1,2,43848,Saturday,43848.61458,3 Bor,A,104,2 One-Way St,20,03 T/Stag Jun,4 Give Way/Uncontrolled,6 Unclassified,0,0 No Xing Facility In 50M,2 Daylight,1 Fine,1 Road-Dry,0 None,0 None,43848.61458,1 Police - At Scene
1200231258,Bexley,18,51.47158471,0.17042587,550840,176969,"On Colyers Lane, 70 Meters East Of The Junction With Northumberland Way.",3 Slight,1,2,43848,Saturday,43848.54167,3 Bor,5 C,0,6 Single Cwy,20,00 No Jun In 20M,,,0,0 No Xing Facility In 50M,2 Daylight,8 Other,1 Road-Dry,0 None,0 None,43848.54167,3 Self Completion
1200231263,Haringey,31,51.59527114,-0.14500831,528585,190121,"On Colney Hatch Lane, Near The Junction With Colney Hatch Lane .",3 Slight,2,2,43843,Monday,43843.88542,3 Bor,4 B,550,6 Single Cwy,20,03 T/Stag Jun,2 Auto Sig,4 B,550,5 Pedn Phase At Ats,1 Dark,2 Raining,2 Road-Wet,0 None,0 None,43843.88542,3 Self Completion
1200231264,Camden,2,51.54161204,-0.17535558,526632,184101,"On Finchley Road, Near The Junction With Hillgrove Road.",2 Serious,1,2,43848,Saturday,43848.69792,1 Tlrn,A,41,6 Single Cwy,30,06 Crossroads,2 Auto Sig,4 B,509,5 Pedn Phase At Ats,1 Dark,1 Fine,1 Road-Dry,0 None,0 None,43848.69792,1 Police - At Scene
1200231266,Barking & Dagenham,16,51.53800992,0.1639529,550172,184342,"On Ballards Road, Near The Junction With Church Lane",3 Slight,1,3,43848,Saturday,43848.62778,3 Bor,4 B,178,3 Dual Cwy,30,03 T/Stag Jun,4 Give Way/Uncontrolled,6 Unclassified,0,0 No Xing Facility In 50M,2 Daylight,1 Fine,1 Road-Dry,0 None,0 None,43848.62778,1 Police - At Scene
1200231268,Barnet,30,51.61243905,-0.1599509,527502,192004,"On Woodhouse Road, 15 Metres West Of The Junction With Horsham Avenue.",3 Slight,1,1,43847,Friday,43847.58403,3 Bor,A,1003,7 Slip Rd,30,05 Slip Road,4 Give Way/Uncontrolled,6 Unclassified,0,0 No Xing Facility In 50M,2 Daylight,1 Fine,1 Road-Dry,0 None,0 None,43847.58403,1 Police - At Scene
1200231269,Westminster,1,51.53467421,-0.18027608,526310,183321,"On Abbey Road, Near The Junction With Marlborough Place.",3 Slight,1,1,43848,Saturday,43848.68611,3 Bor,4 B,507,6 Single Cwy,30,06 Crossroads,2 Auto Sig,6 Unclassified,0,4 Pelican Or Similar,2 Daylight,1 Fine,1 Road-Dry,0 None,0 None,43848.68611,1 Police - At Scene
1200231274,Merton,22,51.40797253,-0.19227003,525826,169211,"On Dorset Road, 30 Metres North Of The Junction With Morden Road.. The Nearest Classified Road Was The A24 (Description Suggests Occurred On Morden Road). The Nearest Classified Road Was The A24",2 Serious,1,2,43848,Saturday,43848.61042,1 Tlrn,A,24,6 Single Cwy,30,00 No Jun In 20M,,,0,0 No Xing Facility In 50M,2 Daylight,1 Fine,1 Road-Dry,0 None,0 None,43848.61042,1 Police - At Scene
1200231276,Lambeth,9,51.47098937,-0.1126457,531183,176358,"On Brixton Road, 25 Metres North Of The Junction With Burton Road.",3 Slight,1,2,43848,Saturday,43848.72222,1 Tlrn,A,23,6 Single Cwy,30,00 No Jun In 20M,,,0,0 No Xing Facility In 50M,1 Dark,1 Fine,1 Road-Dry,0 None,0 None,43848.72222,1 Police - At Scene
1200231277,Barnet,30,51.57717913,-0.21874336,523527,187982,"On Brent Cross Gardens, Near The Junction With Slip Road.",3 Slight,1,2,43847,Friday,43847.63194,1 Tlrn,A,41,1 Roundabout,30,01 Roundabout,4 Give Way/Uncontrolled,A,406,0 No Xing Facility In 50M,2 Daylight,1 Fine,2 Road-Wet,0 None,0 None,43847.63194,1 Police - At Scene
1200231284,Camden,2,51.52707915,-0.13867002,529217,182549,"On Hampstead Road, Near The Junction With William Road.",3 Slight,1,3,43848,Saturday,43848.78542,1 Tlrn,A,400,3 Dual Cwy,30,03 T/Stag Jun,4 Give Way/Uncontrolled,6 Unclassified,0,0 No Xing Facility In 50M,1 Dark,1 Fine,1 Road-Dry,0 None,0 None,43848.78542,1 Police - At Scene
1200231286,Ealing,27,51.50912107,-0.28438994,519156,180305,"On Uxbridge Road, Near The Junction With Hart Grove.",3 Slight,1,1,43848,Saturday,43848.66111,3 Bor,A,4020,6 Single Cwy,20,03 T/Stag Jun,4 Give Way/Uncontrolled,6 Unclassified,0,4 Pelican Or Similar,1 Dark,1 Fine,1 Road-Dry,0 None,0 None,43848.66111,1 Police - At Scene
1200231289,Tower Hamlets,5,51.52733852,-0.02424728,537153,182786,"On Mornington Grove, Near The Junction With Bow Road.",3 Slight,1,2,43848,Saturday,43848.67222,1 Tlrn,6 Unclassified,0,3 Dual Cwy,30,03 T/Stag Jun,4 Give Way/Uncontrolled,A,11,8 Central Refuge,2 Daylight,1 Fine,1 Road-Dry,0 None,0 None,43848.67222,1 Police - At Scene
1200231290,Ealing,27,51.50671544,-0.25299454,521341,180089,"On The Vale, Near The Junction With Larden Road.",3 Slight,1,1,43848,Saturday,43848.55208,3 Bor,A,4020,6 Single Cwy,20,06 Crossroads,2 Auto Sig,5 C,0,0 No Xing Facility In 50M,2 Daylight,1 Fine,9 Unknown (S/R),9 Unknown (S/R),9 Unknown (S/R),43848.55208,3 Self Completion
1200231291,Greenwich,6,51.47956729,0.03109075,541139,177579,"On Charlton Road, 10 Metres West Of The Junction With Cherry Orchard .",3 Slight,2,2,43848,Saturday,43848.66319,3 Bor,4 B,210,6 Single Cwy,30,03 T/Stag Jun,4 Give Way/Uncontrolled,6 Unclassified,0,0 No Xing Facility In 50M,2 Daylight,1 Fine,1 Road-Dry,0 None,0 None,43848.66319,1 Police - At Scene
1200231294,Richmond-Upon-Thames,24,51.46289478,-0.28348929,519339,175166,"On Sheen Road, Near The Junction With Sheen Common Drive.",3 Slight,1,2,43848,Saturday,43848.75764,3 Bor,A,305,6 Single Cwy,30,09 Other Jun,4 Give Way/Uncontrolled,6 Unclassified,0,4 Pelican Or Similar,1 Dark,1 Fine,1 Road-Dry,0 None,0 None,43848.75764,1 Police - At Scene
1200231295,Islington,3,51.54668082,-0.0871157,532736,184821,"On Newington Green Road, Near The Junction With Balls Pond Road.",3 Slight,2,3,43848,Saturday,43848.70833,3 Bor,A,105,6 Single Cwy,20,06 Crossroads,2 Auto Sig,A,104,5 Pedn Phase At Ats,1 Dark,1 Fine,1 Road-Dry,0 None,3 Involve Previous Acc,43848.70833,1 Police - At Scene
1200231298,Brent,28,51.56406083,-0.2236138,523225,186515,"On Edgeware Road, Near The Junction With Dollis Hill Avenue.",3 Slight,1,2,43848,Saturday,43848.73958,3 Bor,A,5,3 Dual Cwy,30,03 T/Stag Jun,4 Give Way/Uncontrolled,6 Unclassified,0,1 Zebra,1 Dark,1 Fine,1 Road-Dry,0 None,0 None,43848.73958,1 Police - At Scene
1200231300,Enfield,32,51.62985766,-0.07807143,533120,194087,"On Church St Edmonton Cemetery, Near The Junction With Unknown.",3 Slight,1,2,43847,Friday,43847.93403,1 Tlrn,4 B,154,3 Dual Cwy,40,06 Crossroads,2 Auto Sig,A,10,5 Pedn Phase At Ats,1 Dark,1 Fine,1 Road-Dry,0 None,0 None,43847.93403,3 Self Completion
1200231301,Tower Hamlets,5,51.5073533,-0.01129275,538112,180588,"On Aspen Way, 100 Metres East Of The Junction With Cotton Street .. The Nearest Classified Road Was The A(M)1206",3 Slight,1,2,43848,Saturday,43848.79861,1 Tlrn,A,1261,7 Slip Rd,40,00 No Jun In 20M,,,0,0 No Xing Facility In 50M,1 Dark,1 Fine,1 Road-Dry,0 None,0 None,43848.79861,1 Police - At Scene
1200231303,Bromley,19,51.35972316,0.08871525,545520,164365,"On Sevenoaks Road, Near The Junction With Shire Lane",3 Slight,1,1,43848,Saturday,43848.5,3 Bor,A,223,6 Single Cwy,30,06 Crossroads,4 Give Way/Uncontrolled,A,223,4 Pelican Or Similar,2 Daylight,1 Fine,1 Road-Dry,0 None,0 None,43848.5,1 Police - At Scene
1200231304,Wandsworth,10,51.45876959,-0.18274985,526348,174876,Location Uncertain East Hill,3 Slight,1,1,43848,Saturday,43848.73611,1 Tlrn,A,3036,2 One-Way St,30,00 No Jun In 20M,,,0,5 Pedn Phase At Ats,1 Dark,1 Fine,1 Road-Dry,9 Unknown (S/R),0 None,43848.73611,3 Self Completion
1200231305,Kingston-Upon-Thames,23,51.40620957,-0.28127105,519641,168866,"On Kingston Road, 23 Metres North Of The Junction With Jack Goodchild Way.",2 Serious,1,1,43848,Saturday,43848.84722,3 Bor,A,2043,3 Dual Cwy,30,00 No Jun In 20M,,,0,4 Pelican Or Similar,1 Dark,1 Fine,1 Road-Dry,0 None,0 None,43848.84722,1 Police - At Scene
1200231308,Croydon,20,51.37727425,-0.02686492,537421,166094,"On Wickham Road, Near The Junction With Oak Avenue.",3 Slight,1,2,43848,Saturday,43848.69444,1 Tlrn,A,232,6 Single Cwy,30,03 T/Stag Jun,4 Give Way/Uncontrolled,6 Unclassified,0,4 Pelican Or Similar,1 Dark,1 Fine,1 Road-Dry,0 None,0 None,43848.69444,1 Police - At Scene
1200231309,Barnet,30,51.62309526,-0.17783843,526234,193158,"On Woodside Lane, Near The Junction With Unknown.",3 Slight,1,2,43847,Friday,43847.71181,,6 Unclassified,0,6 Single Cwy,30,99 Unknown (S/R),9 Unknown (S/R),6 Unclassified,0,0 No Xing Facility In 50M,1 Dark,1 Fine,1 Road-Dry,0 None,0 None,43847.71181,3 Self Completion
1200231310,Lambeth,9,51.4965179,-0.11141884,531195,179199,"On Kennington Road, Near The Junction With Lambeth Road.",3 Slight,1,2,43848,Saturday,43848.75347,3 Bor,A,23,3 Dual Cwy,20,06 Crossroads,2 Auto Sig,A,3203,4 Pelican Or Similar,1 Dark,8 Other,1 Road-Dry,1 Traf Sig Out,0 None,43848.75347,1 Police - At Scene
1200231311,Redbridge,14,51.5628501,0.1100147,546352,186995,"On Green Lane, Near The Junction With Goodmayes Lane.",3 Slight,1,1,43848,Saturday,43848.70833,3 Bor,A,1083,6 Single Cwy,30,03 T/Stag Jun,2 Auto Sig,4 B,177,5 Pedn Phase At Ats,1 Dark,1 Fine,1 Road-Dry,0 None,0 None,43848.70833,1 Police - At Scene
1200231313,Bexley,18,51.46011992,0.12272107,547564,175597,"On Parkside Road, Near The Junction With Danson Road, Bexleyheath, Kent.",3 Slight,1,2,43848,Saturday,43848.75,3 Bor,A,207,6 Single Cwy,30,09 Other Jun,2 Auto Sig,6 Unclassified,0,5 Pedn Phase At Ats,1 Dark,1 Fine,1 Road-Dry,0 None,0 None,43848.75,1 Police - At Scene
1200231314,Lewisham,7,51.48001203,-0.04102786,536130,177492,"On Sanford Street, Near The Junction With Cottesbrooke Street.",2 Serious,1,2,43848,Saturday,43848.72986,3 Bor,4 B,207,6 Single Cwy,30,03 T/Stag Jun,4 Give Way/Uncontrolled,6 Unclassified,0,0 No Xing Facility In 50M,1 Dark,1 Fine,1 Road-Dry,0 None,0 None,43848.72986,1 Police - At Scene
1200231315,Redbridge,14,51.5769817,0.03755343,541286,188424,"On Eastern Avenue, 200 Metres West Of The Junction With Redbridge Lane West .",3 Slight,2,2,43848,Saturday,43848.17361,1 Tlrn,A,12,3 Dual Cwy,40,00 No Jun In 20M,,,0,0 No Xing Facility In 50M,1 Dark,1 Fine,1 Road-Dry,0 None,0 None,43848.17361,1 Police - At Scene
1200231317,Wandsworth,10,51.48241235,-0.1358379,529540,177587,"On Nine Elms Lane, Near The Junction With Nine Elms Lane.",3 Slight,1,1,43847,Friday,43847.04167,1 Tlrn,A,3205,6 Single Cwy,30,99 Unknown (S/R),9 Unknown (S/R),6 Unclassified,0,9 Unknown (S/R),1 Dark,2 Raining,2 Road-Wet,6 Oil Or Diesel,0 None,43847.04167,3 Self Completion
1200231320,Camden,2,51.55300389,-0.18858875,525683,185345,"On Frognal Lane, Near The Junction With Finchley Road.",3 Slight,1,2,43847,Friday,43847.38056,1 Tlrn,A,41,3 Dual Cwy,30,06 Crossroads,2 Auto Sig,A,41,5 Pedn Phase At Ats,2 Daylight,1 Fine,1 Road-Dry,0 None,0 None,43847.38056,3 Self Completion
1200231323,Enfield,32,51.63431601,-0.06973261,533684,194598,"On Great Cambridge Road, Near The Junction With Bury Street.",3 Slight,1,1,43848,Saturday,43848.6875,1 Tlrn,A,10,3 Dual Cwy,40,06 Crossroads,2 Auto Sig,5 C,0,5 Pedn Phase At Ats,2 Daylight,1 Fine,1 Road-Dry,0 None,0 None,43848.6875,1 Police - At Scene
1200231328,Croydon,20,51.40949072,-0.08677955,533158,169566,"On South Norwood Hill, 22 Metres South Of The Junction With Spa Close.",3 Slight,3,3,43848,Saturday,43848.75694,3 Bor,A,215,6 Single Cwy,30,00 No Jun In 20M,,,0,4 Pelican Or Similar,1 Dark,1 Fine,1 Road-Dry,0 None,0 None,43848.75694,1 Police - At Scene
1200231331,Greenwich,6,51.49446315,0.01314047,539847,179201,"On Pilot Busway, 69 Metres South Of The Junction With John Harrison Way.",3 Slight,1,2,43848,Saturday,43848.57639,3 Bor,6 Unclassified,0,2 One-Way St,20,00 No Jun In 20M,,,0,1 Zebra,2 Daylight,1 Fine,1 Road-Dry,0 None,0 None,43848.57639,1 Police - At Scene
1200231334,Newham,17,51.53693443,0.03823063,541457,183972,"On Plashet Grove, 21 Metres North Of The Junction With Grangewood Street.",3 Slight,2,2,43848,Saturday,43848.98958,3 Bor,4 B,165,9 Unknown,30,03 T/Stag Jun,4 Give Way/Uncontrolled,5 C,0,9 Unknown (S/R),2 Daylight,1 Fine,4 Road-Frost/Ice,9 Unknown (S/R),9 Unknown (S/R),43848.98958,3 Self Completion
1200231338,Enfield,32,51.61195546,-0.07599726,533316,192100,"On Bull Lane, Near The Junction With Bridport Road.",3 Slight,1,2,43848,Saturday,43848.97778,3 Bor,5 C,0,1 Roundabout,30,01 Roundabout,4 Give Way/Uncontrolled,5 C,0,8 Central Refuge,1 Dark,1 Fine,1 Road-Dry,0 None,0 None,43848.97778,1 Police - At Scene
1200231339,Hackney,4,51.54469079,-0.03636031,536261,184693,"On Cassland Road, 30 Metres West Of The Junction With Wick Road.. The Nearest Classified Road Was The A102. The Nearest Classified Road Was The A102",3 Slight,1,2,43848,Saturday,43848.88889,3 Bor,A,106,3 Dual Cwy,20,00 No Jun In 20M,,,0,0 No Xing Facility In 50M,1 Dark,4 Fine/High Winds,1 Road-Dry,0 None,0 None,43848.88889,3 Self Completion
1200231340,Brent,28,51.54127757,-0.25748239,520938,183925,"Location Uncertain. On Craven Park, Near The Junction With A406.",3 Slight,1,2,43848,Saturday,43848.98958,3 Bor,A,404,6 Single Cwy,30,99 Unknown (S/R),2 Auto Sig,6 Unclassified,0,5 Pedn Phase At Ats,1 Dark,1 Fine,1 Road-Dry,0 None,0 None,43848.98958,3 Self Completion
1200231342,Kingston-Upon-Thames,23,51.37584079,-0.27697606,520019,165496,"On Kingston Road, Near The Junction With Old Kingston Road.",3 Slight,1,2,43849,Sunday,43849.08264,1 Tlrn,A,240,3 Dual Cwy,40,06 Crossroads,2 Auto Sig,6 Unclassified,0,5 Pedn Phase At Ats,1 Dark,1 Fine,2 Road-Wet,0 None,0 None,43849.08264,1 Police - At Scene
1200231344,Havering,15,51.58356114,0.17603237,550859,189432,On Park Drive 60 Metres North Eats Of The Junction With  North Street.,3 Slight,1,4,43849,Sunday,43849.05833,3 Bor,6 Unclassified,0,6 Single Cwy,30,00 No Jun In 20M,,,0,0 No Xing Facility In 50M,1 Dark,1 Fine,2 Road-Wet,0 None,0 None,43849.05833,1 Police - At Scene
1200231345,Hackney,4,51.52486984,-0.08082228,533236,182407,"On Great Eastern Street, Near The Junction With Charlotte Road.",3 Slight,1,1,43848,Saturday,43848.99375,1 Tlrn,A,1202,3 Dual Cwy,20,03 T/Stag Jun,4 Give Way/Uncontrolled,6 Unclassified,0,4 Pelican Or Similar,1 Dark,1 Fine,1 Road-Dry,0 None,0 None,43848.99375,1 Police - At Scene
1200231346,Sutton,21,51.36889485,-0.15675757,528405,164927,"On Butter Hill, 400 Metres North Of The Junction With Manor Road North .. The Nearest Classified Road Was The A237",2 Serious,1,2,43849,Sunday,43849.05556,3 Bor,6 Unclassified,0,6 Single Cwy,20,00 No Jun In 20M,,,0,0 No Xing Facility In 50M,1 Dark,1 Fine,4 Road-Frost/Ice,0 None,0 None,43849.05556,1 Police - At Scene
1200231348,Redbridge,14,51.57607398,0.04682161,541931,188341,"On Eastern Avenue, 108 Metres East Of The Junction With Redbridge Roundabout.",3 Slight,1,2,43849,Sunday,43849.17361,1 Tlrn,A,12,3 Dual Cwy,40,00 No Jun In 20M,,,0,4 Pelican Or Similar,1 Dark,1 Fine,1 Road-Dry,0 None,0 None,43849.17361,1 Police - At Scene
1200231349,Hackney,4,51.55868865,-0.05612887,534849,186213,"On Lea Bridge Roundabout, Near The Junction With Upper Clapton Road.",3 Slight,3,1,43849,Sunday,43849.11806,1 Tlrn,A,107,1 Roundabout,20,01 Roundabout,2 Auto Sig,5 C,0,5 Pedn Phase At Ats,1 Dark,1 Fine,1 Road-Dry,0 None,0 None,43849.11806,1 Police - At Scene
1200231352,Westminster,1,51.50135796,-0.1613459,527716,179649,"On Brompton Road, 20 Metres South Of The Junction With Knightsbridge.",3 Slight,1,2,43848,Saturday,43848.92431,1 Tlrn,A,4,6 Single Cwy,30,03 T/Stag Jun,4 Give Way/Uncontrolled,A,315,0 No Xing Facility In 50M,1 Dark,1 Fine,1 Road-Dry,0 None,2 Other Object In Cwy,43848.92431,1 Police - At Scene
1200231353,Westminster,1,51.52011099,-0.14271644,528956,181767,"On Great Portland Street, Near The Junction With New Cavendish Street.",3 Slight,2,2,43849,Sunday,43849.07639,3 Bor,4 B,506,2 One-Way St,30,06 Crossroads,2 Auto Sig,5 C,0,5 Pedn Phase At Ats,1 Dark,2 Raining,1 Road-Dry,0 None,0 None,43849.07639,1 Police - At Scene
1200231355,Haringey,31,51.59351474,-0.06960107,533813,190061,"On High Road, 52 Metres South Of The Junction With Bruce Grove.. The Nearest Classified Road Was The A10",3 Slight,1,1,43849,Sunday,43849.31181,1 Tlrn,A,10,6 Single Cwy,30,00 No Jun In 20M,,,0,4 Pelican Or Similar,2 Daylight,1 Fine,4 Road-Frost/Ice,0 None,0 None,43849.31181,1 Police - At Scene
1200231358,Camden,2,51.52140003,-0.13780617,529293,181919,"On Fitzroy Street, Near The Junction With Howland Street.",3 Slight,1,3,43849,Sunday,43849.25417,3 Bor,5 C,0,6 Single Cwy,20,06 Crossroads,4 Give Way/Uncontrolled,6 Unclassified,0,1 Zebra,1 Dark,1 Fine,4 Road-Frost/Ice,0 None,0 None,43849.25417,1 Police - At Scene
1200231359,Hillingdon,26,51.47504998,-0.50448762,503960,176181,"On London Orbital Motorway, Near The Junction With London Oribital Motorway.",3 Slight,1,2,43847,Friday,43847.42014,2 Ha,1 M,25,3 Dual Cwy,70,05 Slip Road,4 Give Way/Uncontrolled,6 Unclassified,0,0 No Xing Facility In 50M,2 Daylight,1 Fine,1 Road-Dry,0 None,0 None,43847.42014,3 Self Completion
1200231363,Lewisham,7,51.45597914,0.00232026,539213,174901,"On Manor Lane Terrace, 47 Metres North Of The Junction With Kellerton Road.",3 Slight,1,3,43849,Sunday,43849.41806,3 Bor,6 Unclassified,0,6 Single Cwy,20,00 No Jun In 20M,,,0,0 No Xing Facility In 50M,2 Daylight,1 Fine,1 Road-Dry,0 None,0 None,43849.41806,1 Police - At Scene
1200231367,Croydon,20,51.41154237,-0.10957239,531567,169753,On Green Lane Junction With Virginia Road.,3 Slight,1,2,43849,Sunday,43849.39583,3 Bor,4 B,273,6 Single Cwy,20,06 Crossroads,4 Give Way/Uncontrolled,6 Unclassified,0,1 Zebra,2 Daylight,1 Fine,1 Road-Dry,0 None,0 None,43849.39583,3 Self Completion
1200231373,Westminster,1,51.52359875,-0.17009368,527047,182107,"On Church Street, Near The Junction With Salisbury Street.",3 Slight,1,2,43848,Saturday,43848.70833,3 Bor,6 Unclassified,0,2 One-Way St,30,99 Unknown (S/R),9 Unknown (S/R),6 Unclassified,0,9 Unknown (S/R),2 Daylight,1 Fine,1 Road-Dry,9 Unknown (S/R),0 None,43848.70833,3 Self Completion
1200231375,Croydon,20,51.39750737,-0.11587283,531169,168181,"On London Road, 15 Metres North Of The Junction With Langdale Road.",3 Slight,1,1,43849,Sunday,43849.52917,1 Tlrn,A,23,3 Dual Cwy,30,03 T/Stag Jun,4 Give Way/Uncontrolled,6 Unclassified,0,4 Pelican Or Similar,2 Daylight,1 Fine,1 Road-Dry,0 None,0 None,43849.52917,1 Police - At Scene
1200231381,Waltham Forest,13,51.61278776,-0.01796902,537331,192300,"On Chingford Mount Road, Near The Junction With Hampton Road.",3 Slight,1,1,43849,Sunday,43849.51111,3 Bor,A,112,6 Single Cwy,30,03 T/Stag Jun,4 Give Way/Uncontrolled,6 Unclassified,0,0 No Xing Facility In 50M,2 Daylight,1 Fine,1 Road-Dry,0 None,0 None,43849.51111,1 Police - At Scene
1200231382,Bexley,18,51.44561102,0.10444718,546341,173947,"On Burnt Oak Lane, Near The Junction With Sherwood Park Avenue, Bexley.",2 Serious,2,2,43849,Sunday,43849.45486,3 Bor,5 C,0,6 Single Cwy,30,06 Crossroads,4 Give Way/Uncontrolled,5 C,0,4 Pelican Or Similar,2 Daylight,1 Fine,1 Road-Dry,0 None,0 None,43849.45486,1 Police - At Scene
1200231383,Harrow,29,51.59307626,-0.28945685,518586,189633,"On Honeypot Lane, Near The Junction With Honeypot Lane.",3 Slight,1,1,43849,Sunday,43849.43125,3 Bor,A,4140,6 Single Cwy,30,09 Other Jun,2 Auto Sig,6 Unclassified,0,0 No Xing Facility In 50M,2 Daylight,1 Fine,1 Road-Dry,4 Roadworks,0 None,43849.43125,1 Police - At Scene
1200231384,Hackney,4,51.56577612,-0.06490275,534220,186985,"On Cazenove Road, Near The Junction With Chardmore Road.",3 Slight,1,2,43849,Sunday,43849.42014,3 Bor,5 C,0,6 Single Cwy,20,06 Crossroads,4 Give Way/Uncontrolled,6 Unclassified,0,1 Zebra,2 Daylight,1 Fine,1 Road-Dry,0 None,0 None,43849.42014,1 Police - At Scene
1200231387,Kingston-Upon-Thames,23,51.36432629,-0.29578095,518740,164185,"On Mount Road, 45 Metres East Of The Junction With Moor Lane.",3 Slight,1,1,43848,Saturday,43848.46528,3 Bor,6 Unclassified,0,6 Single Cwy,20,08 Priv Drive,4 Give Way/Uncontrolled,6 Unclassified,0,9 Unknown (S/R),2 Daylight,1 Fine,1 Road-Dry,0 None,0 None,43848.46528,3 Self Completion
1200231392,Richmond-Upon-Thames,24,51.46869558,-0.27250208,520087,175829,"On Lower Richmond Road, Near The Junction With Watney Road.",2 Serious,1,1,43849,Sunday,43849.54167,3 Bor,A,3003,6 Single Cwy,30,09 Other Jun,4 Give Way/Uncontrolled,6 Unclassified,0,1 Zebra,2 Daylight,1 Fine,1 Road-Dry,0 None,0 None,43849.54167,1 Police - At Scene
1200231402,Richmond-Upon-Thames,24,51.40532374,-0.34212315,515411,168670,"On Hampton Court Road, Near The Junction With Hampton Court Road.",3 Slight,1,1,43849,Sunday,43849.34375,3 Bor,A,309,6 Single Cwy,30,01 Roundabout,4 Give Way/Uncontrolled,A,308,1 Zebra,2 Daylight,8 Other,4 Road-Frost/Ice,9 Unknown (S/R),0 None,43849.34375,3 Self Completion
1200231403,Hillingdon,26,51.48849722,-0.43923036,508460,177771,"On Sipson Lane, Near The Junction With Sipson Lane.",3 Slight,1,2,43849,Sunday,43849.48958,3 Bor,6 Unclassified,0,6 Single Cwy,30,99 Unknown (S/R),9 Unknown (S/R),6 Unclassified,0,0 No Xing Facility In 50M,2 Daylight,1 Fine,1 Road-Dry,0 None,0 None,43849.48958,3 Self Completion
1200231405,Haringey,31,51.5920049,-0.13297096,529428,189779,"On Alexandra Palace Way  N22, 5 Metres North Of The Junction With Paddock Car Park.",2 Serious,1,1,43849,Sunday,43849.41458,3 Bor,6 Unclassified,0,6 Single Cwy,20,08 Priv Drive,4 Give Way/Uncontrolled,6 Unclassified,0,0 No Xing Facility In 50M,2 Daylight,1 Fine,2 Road-Wet,0 None,0 None,43849.41458,1 Police - At Scene
1200231407,Bexley,18,51.48017967,0.17781875,551325,177940,"On Pier Road, Near The Junction With Bexley Road.",2 Serious,1,2,43849,Sunday,43849.47431,3 Bor,A,206,3 Dual Cwy,50,01 Roundabout,4 Give Way/Uncontrolled,A,220,5 Pedn Phase At Ats,2 Daylight,1 Fine,1 Road-Dry,0 None,2 Other Object In Cwy,43849.47431,1 Police - At Scene
1200231415,Haringey,31,51.60733056,-0.12523732,529920,191497,"On Bounds Green High Road, Near The Junction With Brownlow Road .",3 Slight,1,2,43849,Sunday,43849.62153,3 Bor,A,109,3 Dual Cwy,30,05 Slip Road,2 Auto Sig,6 Unclassified,0,0 No Xing Facility In 50M,2 Daylight,1 Fine,1 Road-Dry,0 None,0 None,43849.62153,1 Police - At Scene
